date,campaign_name,emails_sent,opens,clicks,conversions
2025-01-16,Email Campaign Z,9263,4221,655,64
2024-10-04,Email Campaign Z,9009,3584,1047,91
2024-12-09,Email Campaign W,14605,1846,276,52
2025-07-11,Email Campaign Y,13423,2226,238,18
2024-10-23,Email Campaign Z,5305,622,144,11
2025-07-14,Email Campaign X,4460,989,91,17
2025-02-10,Email Campaign Z,9325,4404,522,106
2025-02-09,Email Campaign W,14498,3092,383,34
2024-12-21,Email Campaign X,7260,2263,416,56
2025-06-03,Email Campaign W,3253,1221,87,4
2024-08-20,Email Campaign Y,14606,5749,1248,161
2025-01-02,Email Campaign Z,12039,1785,264,48
2025-01-04,Email Campaign X,8427,2634,247,20
2025-06-23,Email Campaign X,7067,1945,558,51
2025-05-06,Email Campaign Y,3764,659,75,13
2025-04-25,Email Campaign W,12245,1853,152,36
2025-03-02,Email Campaign X,14106,4133,856,161
2025-05-21,Email Campaign X,2158,962,123,11
2025-01-05,Email Campaign W,1254,287,29,6
2025-05-31,Email Campaign W,6971,1181,238,21
2025-04-18,Email Campaign W,12775,5220,1020,115
2025-07-29,Email Campaign W,13801,1729,280,30
2024-09-13,Email Campaign Y,8957,3906,800,109
2025-06-18,Email Campaign Y,12124,5907,1664,115
2025-06-10,Email Campaign X,8901,2696,360,33
2025-04-20,Email Campaign Z,14703,2965,254,36
2024-09-05,Email Campaign W,5095,1823,367,23
2024-10-01,Email Campaign W,4989,1059,291,40
2024-11-28,Email Campaign Y,11196,3829,467,101
2025-04-06,Email Campaign Y,8540,1822,91,14
2025-06-05,Email Campaign X,9926,1244,271,29
2025-05-20,Email Campaign X,4588,1320,119,26
2025-05-23,Email Campaign Z,12364,4910,1092,156
2025-01-22,Email Campaign W,10647,2942,340,39
2025-05-14,Email Campaign Z,13438,2962,643,123
2024-09-16,Email Campaign Y,9263,4509,1193,162
2025-02-11,Email Campaign Y,10050,3581,986,110
2024-12-21,Email Campaign Y,9775,2927,629,49
2025-02-13,Email Campaign X,1069,456,66,13
2025-01-06,Email Campaign W,9194,2645,487,91
2024-09-28,Email Campaign X,7654,3660,901,70
2024-09-04,Email Campaign Y,3542,710,63,11
2025-03-17,Email Campaign W,3707,586,91,20
2025-05-05,Email Campaign Z,3314,560,151,36
2024-08-22,Email Campaign Y,7055,1855,309,53
2025-06-18,Email Campaign Y,12003,4473,830,197
2025-05-08,Email Campaign W,13543,6722,1965,256
2025-05-02,Email Campaign W,1432,517,82,12
2024-10-05,Email Campaign Z,10919,2223,281,20
2025-07-28,Email Campaign W,13529,6348,594,129
2025-07-18,Email Campaign Y,5645,1934,139,13
2024-09-20,Email Campaign X,1643,797,183,20
2024-11-15,Email Campaign Z,8035,2423,524,130
2025-02-12,Email Campaign Y,1154,327,34,1
2025-03-10,Email Campaign W,8807,3659,911,104
2024-09-24,Email Campaign Y,2670,1103,244,43
2025-07-20,Email Campaign X,3750,927,218,26
2024-12-02,Email Campaign W,10884,3659,509,109
2025-01-18,Email Campaign Y,13701,6461,679,40
2025-07-25,Email Campaign W,7678,3278,631,95
2025-07-24,Email Campaign Z,12467,4817,1403,158
2025-03-24,Email Campaign W,10624,1346,122,18
2024-12-05,Email Campaign Y,13350,5712,1174,230
2025-06-24,Email Campaign Z,13119,1834,349,35
2025-04-12,Email Campaign W,11163,1614,395,51
2025-03-17,Email Campaign Y,1227,364,60,7
2024-12-26,Email Campaign X,13035,4498,476,91
2024-11-16,Email Campaign Y,1491,516,86,7
2024-09-16,Email Campaign Z,9257,2186,330,37
2025-03-09,Email Campaign Z,14441,6995,757,175
2024-12-29,Email Campaign Y,13760,4194,1033,191
2024-11-16,Email Campaign Z,5041,2233,374,50
2025-01-10,Email Campaign Y,12895,5404,296,53
2025-02-02,Email Campaign X,5264,1547,78,18
2025-04-12,Email Campaign W,14035,3281,617,57
2024-11-17,Email Campaign X,2801,533,155,21
2024-12-16,Email Campaign X,2222,919,178,25
2025-06-20,Email Campaign W,8213,1594,185,27
2025-07-26,Email Campaign W,4100,1836,242,58
2025-07-10,Email Campaign W,3448,1295,369,35
2025-02-25,Email Campaign W,12238,2869,744,99
2025-01-18,Email Campaign X,14957,5789,867,84
2025-02-18,Email Campaign W,8506,1441,304,19
2024-11-24,Email Campaign W,5511,1129,92,9
2025-04-05,Email Campaign X,9196,2466,200,43
2025-04-20,Email Campaign W,6761,1506,271,59
2024-12-07,Email Campaign Y,13572,5276,442,23
2025-07-19,Email Campaign X,10861,3587,517,38
2024-08-25,Email Campaign Z,13069,1762,349,35
2024-10-11,Email Campaign W,14544,5876,716,99
2024-08-26,Email Campaign Y,5984,2356,160,16
2024-11-17,Email Campaign Z,12844,3553,317,18
2024-08-24,Email Campaign W,11063,2688,325,33
2025-05-02,Email Campaign Z,12173,1322,101,11
2024-12-02,Email Campaign W,8813,3327,410,75
2024-08-30,Email Campaign X,6430,2084,335,43
2025-07-31,Email Campaign Y,1647,286,25,5
2025-05-07,Email Campaign Z,6780,3308,396,87
2025-07-13,Email Campaign Z,7416,3141,470,42
2025-02-23,Email Campaign X,8105,3361,294,40
2024-12-24,Email Campaign X,6421,1039,205,40
2024-08-27,Email Campaign W,14674,6075,1677,236
2024-09-25,Email Campaign Z,4120,888,77,6
2024-10-28,Email Campaign W,13186,4174,601,133
2024-09-03,Email Campaign Z,2329,786,194,14
2024-09-23,Email Campaign X,13603,5137,1314,139
2024-12-08,Email Campaign W,1634,457,69,6
2025-01-03,Email Campaign W,8759,1776,449,35
2025-07-04,Email Campaign X,8906,2321,246,49
2024-08-16,Email Campaign Z,4235,1804,230,19
2025-02-01,Email Campaign W,14588,4932,910,99
2025-01-28,Email Campaign W,3654,482,113,16
2025-07-13,Email Campaign Y,14398,6592,1448,121
2025-04-07,Email Campaign Y,2641,1014,209,18
2024-09-10,Email Campaign W,10299,3932,860,96
2024-10-30,Email Campaign Y,7604,2181,176,30
2024-12-25,Email Campaign Z,4674,1327,90,15
2025-07-03,Email Campaign W,7120,2222,461,71
2025-02-09,Email Campaign Y,14675,6480,1695,269
2024-12-03,Email Campaign Y,12452,4028,297,52
2024-10-29,Email Campaign X,9652,2316,289,43
2025-01-02,Email Campaign Z,7641,1045,249,21
2025-02-21,Email Campaign W,1210,305,70,11
2024-12-15,Email Campaign W,14684,7249,1215,203
2024-08-22,Email Campaign Z,11343,2367,291,27
2024-08-22,Email Campaign W,6624,1943,513,91
2024-11-10,Email Campaign Y,14503,4280,821,52
2025-01-07,Email Campaign X,10653,4607,1373,283
2025-03-21,Email Campaign Y,11987,1316,78,8
2025-06-01,Email Campaign Z,6443,1099,189,44
2024-12-25,Email Campaign X,5080,1289,130,13
2024-12-27,Email Campaign Y,2077,291,75,12
2024-08-14,Email Campaign X,2307,1122,192,39
2025-04-02,Email Campaign Y,6592,2292,288,65
2024-12-10,Email Campaign W,3982,1913,114,8
2025-02-07,Email Campaign X,6207,2131,488,87
2025-06-11,Email Campaign Y,11345,4463,992,184
2025-01-09,Email Campaign W,10652,1251,143,23
2025-06-22,Email Campaign Z,11109,3776,1093,127
2025-06-01,Email Campaign W,6381,1744,399,25
2024-08-22,Email Campaign X,13015,5705,879,140
2024-12-12,Email Campaign Y,14767,4164,453,24
2025-06-29,Email Campaign Z,4236,827,218,51
2025-07-12,Email Campaign Y,9807,1995,233,35
2024-12-17,Email Campaign W,13600,6510,1026,117
2025-04-26,Email Campaign W,4649,2285,576,69
2025-07-31,Email Campaign W,14678,2789,181,10
2024-10-05,Email Campaign Y,6377,2580,190,29
2024-11-07,Email Campaign W,11930,3743,312,25
2025-01-09,Email Campaign W,14278,4953,1459,315
2025-06-15,Email Campaign Y,6372,1529,81,4
2025-05-28,Email Campaign X,10087,1288,114,28
2024-09-26,Email Campaign W,13514,3909,964,49
2024-10-03,Email Campaign X,1144,526,95,12
2024-12-06,Email Campaign Y,6683,1219,185,35
2025-04-01,Email Campaign Y,5807,1914,551,54
2024-10-19,Email Campaign Z,3930,1667,180,40
2025-07-08,Email Campaign Y,1538,388,82,19
2024-09-02,Email Campaign X,2148,456,126,7
2024-11-01,Email Campaign W,7203,2453,418,60
2025-01-06,Email Campaign X,8281,2807,152,20
2024-12-22,Email Campaign Y,14775,3093,546,130
2025-02-08,Email Campaign Y,12632,5651,996,147
2024-10-26,Email Campaign Y,8675,3452,722,89
2025-05-07,Email Campaign W,1208,462,67,9
2025-02-11,Email Campaign Y,5467,1880,168,35
2024-11-08,Email Campaign Z,7507,2344,199,20
2025-04-23,Email Campaign W,12101,2887,274,24
2025-05-19,Email Campaign Y,9505,1337,345,85
2024-11-11,Email Campaign W,3951,1158,204,16
2024-12-05,Email Campaign Y,13048,4001,714,44
2024-10-25,Email Campaign X,5456,2650,755,40
2025-01-16,Email Campaign W,7874,991,246,14
2025-02-12,Email Campaign Z,14097,4901,362,61
2024-10-06,Email Campaign W,4886,678,149,15
2025-03-14,Email Campaign W,10597,3366,949,91
2025-02-08,Email Campaign W,9507,1712,474,55
2025-01-08,Email Campaign W,13559,5211,1228,69
2024-11-15,Email Campaign Z,6137,1265,267,52
2025-01-15,Email Campaign Y,3508,1611,104,12
2024-10-26,Email Campaign W,1526,674,80,4
2025-07-19,Email Campaign X,11004,1369,82,10
2025-02-27,Email Campaign X,12244,3702,308,68
2025-07-21,Email Campaign X,6305,2773,419,75
2025-05-03,Email Campaign W,7141,894,217,53
2024-11-25,Email Campaign X,7245,2756,182,41
2025-07-23,Email Campaign Z,4273,695,170,24
2024-08-28,Email Campaign Y,1037,300,20,4
2025-03-27,Email Campaign Y,3292,803,238,32
2025-05-08,Email Campaign W,3354,562,144,20
2025-07-19,Email Campaign Z,10236,4989,1354,161
2024-09-04,Email Campaign X,5374,759,42,6
2024-12-06,Email Campaign Y,7295,1374,96,21
2025-04-02,Email Campaign X,14310,1774,218,40
2024-12-12,Email Campaign W,10200,4034,612,87
2024-11-29,Email Campaign Z,10619,3207,914,183
2025-01-03,Email Campaign Y,1292,493,91,7
2025-02-26,Email Campaign Y,10632,3292,550,75
2025-07-27,Email Campaign W,8409,3187,766,165
2025-05-16,Email Campaign X,14733,3593,459,56
2024-08-03,Email Campaign W,6359,2739,469,89
2025-05-18,Email Campaign X,14074,2445,475,59
2025-01-01,Email Campaign Z,2801,434,123,19
2025-07-28,Email Campaign Z,2143,959,271,18
2024-10-11,Email Campaign X,12549,4416,883,69
2025-07-27,Email Campaign Z,8950,2024,213,40
2025-05-26,Email Campaign W,10584,4544,1311,281
2025-01-27,Email Campaign Y,8263,1182,255,59
2025-06-23,Email Campaign Z,9095,3139,614,59
2025-01-31,Email Campaign Y,1751,229,57,8
2025-03-27,Email Campaign X,5540,2702,445,30
2024-10-02,Email Campaign Z,4422,910,251,16
2024-10-05,Email Campaign W,2370,1154,311,29
2024-08-11,Email Campaign W,5611,754,67,5
2025-04-22,Email Campaign Z,11862,1857,183,27
2025-04-14,Email Campaign Z,14073,2974,210,41
2025-04-04,Email Campaign W,3896,1299,288,69
2024-09-18,Email Campaign W,8757,1663,422,103
2024-08-11,Email Campaign Z,7710,842,241,20
2025-02-07,Email Campaign W,4054,1945,474,31
2024-12-30,Email Campaign W,5136,1241,316,34
2025-03-14,Email Campaign W,9785,3223,189,32
2025-02-06,Email Campaign Y,10123,3155,256,29
2025-03-09,Email Campaign Z,2813,924,82,10
2025-03-18,Email Campaign Z,13395,1774,354,34
2025-05-17,Email Campaign Y,3699,632,86,9
2025-04-21,Email Campaign Z,9321,2401,437,89
2024-09-05,Email Campaign W,4277,968,174,41
2025-06-06,Email Campaign W,5428,2442,697,139
2025-01-31,Email Campaign X,9313,2376,282,42
2024-12-18,Email Campaign Y,1734,331,46,10
2025-03-17,Email Campaign Z,7697,1507,370,88
2025-01-26,Email Campaign Y,7431,1116,145,24
2025-03-02,Email Campaign Y,14254,5594,644,63
2024-10-09,Email Campaign X,14485,6086,1483,114
2024-11-18,Email Campaign X,12857,5256,399,75
2025-04-05,Email Campaign W,9454,3063,481,83
2024-09-15,Email Campaign X,7724,2070,446,90
2025-04-05,Email Campaign W,14135,2400,486,33
2025-05-22,Email Campaign Z,10861,4326,899,157
2024-08-16,Email Campaign W,9562,2555,373,51
2025-02-12,Email Campaign W,10706,3014,832,89
2024-08-28,Email Campaign X,8549,3063,740,38
2024-10-13,Email Campaign X,12146,2090,241,33
2024-12-28,Email Campaign X,6072,1925,500,26
2025-05-27,Email Campaign W,14645,2361,700,60
2024-10-18,Email Campaign Z,10661,3092,369,65
2025-01-24,Email Campaign Z,11149,1776,443,88
2025-05-25,Email Campaign Y,6958,1982,294,41
2025-04-20,Email Campaign X,3308,1050,142,11
2024-11-09,Email Campaign X,4866,657,63,3
2025-01-31,Email Campaign Y,3494,1462,145,22
2025-06-11,Email Campaign Y,8482,3756,644,98
2025-06-16,Email Campaign X,5743,1233,252,44
2024-10-31,Email Campaign X,2732,370,21,3
2024-08-08,Email Campaign W,10829,5018,829,94
2024-08-14,Email Campaign X,2916,682,40,6
2025-01-31,Email Campaign Z,10577,1244,298,49
2025-04-15,Email Campaign X,5236,782,121,9
2025-07-16,Email Campaign X,13472,3229,508,43
2025-02-17,Email Campaign W,5782,762,77,17
2025-06-25,Email Campaign Y,13583,5281,1345,95
2024-09-25,Email Campaign Y,6846,1217,238,46
2025-07-13,Email Campaign Y,7758,2218,341,31
2025-02-28,Email Campaign Y,12259,1557,94,9
2025-02-14,Email Campaign Y,4828,1232,120,28
2025-05-23,Email Campaign X,3925,1173,279,26
2025-07-24,Email Campaign W,10671,2825,235,49
2024-08-01,Email Campaign Y,11336,3886,1084,178
2025-03-28,Email Campaign Y,13764,3264,862,183
2024-09-07,Email Campaign Z,11456,1736,171,32
2024-10-05,Email Campaign X,2918,1122,250,41
2024-12-30,Email Campaign X,6409,2751,777,56
2024-10-24,Email Campaign X,14333,4615,1061,136
2024-10-28,Email Campaign X,3804,1581,229,12
2025-03-10,Email Campaign Y,1194,386,90,13
2025-01-10,Email Campaign X,13813,2793,674,89
2025-03-29,Email Campaign Y,2449,719,58,12
2025-03-16,Email Campaign W,11097,5117,1392,316
2024-12-25,Email Campaign W,7367,1670,234,52
2024-09-30,Email Campaign Z,11529,3763,1101,208
2024-09-28,Email Campaign Z,3374,957,229,48
2025-07-20,Email Campaign W,13125,6558,457,98
2024-09-15,Email Campaign W,13269,4655,1183,212
2025-05-29,Email Campaign X,4602,1474,334,18
2025-06-12,Email Campaign Y,13375,5964,743,115
2025-06-30,Email Campaign Y,3835,691,147,26
2025-06-01,Email Campaign Z,5289,1462,254,43
2025-02-15,Email Campaign W,13853,3906,341,70
2025-07-17,Email Campaign X,7618,2093,252,25
2025-07-30,Email Campaign W,3653,1582,256,55
2024-09-17,Email Campaign Y,3804,1003,57,13
2025-07-21,Email Campaign W,5829,2272,576,96
2025-06-26,Email Campaign W,6356,810,153,16
2025-03-13,Email Campaign Z,14711,5026,343,47
2025-06-03,Email Campaign Y,5476,812,192,30
2025-02-20,Email Campaign W,12568,4154,989,79
2025-01-20,Email Campaign Z,7243,930,193,35
2024-10-07,Email Campaign Z,14415,1779,259,51
2024-12-26,Email Campaign Y,13361,3556,321,48
2024-12-17,Email Campaign W,12237,4740,1139,219
2025-03-25,Email Campaign Z,11486,3730,695,149
2025-07-08,Email Campaign Y,1138,180,47,6
2025-04-13,Email Campaign Z,11866,2969,571,73
2024-11-06,Email Campaign Z,3081,999,187,30
2025-05-06,Email Campaign Z,10792,2231,119,16
2024-08-25,Email Campaign Y,14057,1949,265,17
2025-02-07,Email Campaign Y,6736,1554,230,53
2024-12-13,Email Campaign X,14653,2878,391,61
2025-02-27,Email Campaign Y,13185,1587,239,54
2025-04-26,Email Campaign W,9388,1578,98,15
2025-04-03,Email Campaign W,9311,3374,396,46
2024-08-23,Email Campaign Z,9313,1334,210,28
2025-03-26,Email Campaign Y,10987,1635,468,28
2025-01-31,Email Campaign W,7220,2752,631,103
2025-01-25,Email Campaign W,13392,6636,470,88
2024-11-18,Email Campaign X,9842,2614,693,83
2024-09-24,Email Campaign Y,9021,3043,450,53
2024-10-12,Email Campaign X,13846,1479,303,42
2025-04-11,Email Campaign Y,6812,1159,58,10
2025-05-25,Email Campaign Z,14524,3494,647,109
2024-08-18,Email Campaign Y,6777,2000,432,97
2025-02-09,Email Campaign X,14282,7067,1698,286
2025-03-03,Email Campaign W,7234,2538,635,63
2024-08-11,Email Campaign X,6424,1780,224,24
2025-05-07,Email Campaign X,13582,2162,459,28
2025-04-07,Email Campaign W,6142,1382,175,41
2025-04-14,Email Campaign Y,10868,2827,465,49
2024-12-09,Email Campaign X,2039,453,84,11
2025-02-25,Email Campaign X,7319,3188,327,20
2024-12-23,Email Campaign W,7910,3583,416,34
2025-02-23,Email Campaign Z,7028,3159,528,122
2024-11-11,Email Campaign Y,12106,3969,289,70
2025-02-26,Email Campaign X,5331,1421,349,56
2025-03-31,Email Campaign X,5532,1164,150,27
2024-11-24,Email Campaign W,3648,1009,87,14
2024-12-05,Email Campaign X,5981,1486,98,20
2025-04-25,Email Campaign Y,1142,426,47,3
2025-01-04,Email Campaign Y,7845,2065,519,74
2024-11-18,Email Campaign Y,7994,3138,387,32
2025-07-20,Email Campaign Z,5793,2307,584,126
2025-03-20,Email Campaign Y,3484,596,58,8
2025-03-01,Email Campaign Z,5924,901,52,2
2024-11-05,Email Campaign X,3649,1564,454,86
2024-10-19,Email Campaign Y,6768,1010,195,40
2025-04-17,Email Campaign Y,14199,6361,800,70
2025-02-09,Email Campaign W,10269,3672,247,55
2025-03-02,Email Campaign Y,5619,792,182,28
2025-05-27,Email Campaign W,5800,2287,679,134
2025-06-02,Email Campaign W,4495,879,233,39
2024-10-09,Email Campaign Z,5129,821,157,17
2024-08-16,Email Campaign W,6838,2676,788,154
2025-02-02,Email Campaign Z,7154,2518,647,53
2025-01-08,Email Campaign Z,13448,6627,1375,252
2025-03-08,Email Campaign X,14855,6705,1595,226
2024-12-09,Email Campaign X,2165,560,156,34
2024-09-05,Email Campaign Y,14279,3845,475,82
2025-06-04,Email Campaign X,11124,4687,792,74
2024-12-03,Email Campaign Z,12454,4907,801,131
2025-02-11,Email Campaign Y,13235,5098,1525,99
2024-10-07,Email Campaign W,1040,408,31,7
2024-10-06,Email Campaign Z,1557,474,49,4
2025-01-21,Email Campaign Z,12544,2225,625,110
2024-09-27,Email Campaign X,7659,3589,227,29
2025-05-03,Email Campaign X,5306,2275,593,141
2024-10-04,Email Campaign W,9583,2424,505,113
2025-02-26,Email Campaign W,10039,4224,1163,60
2025-01-24,Email Campaign W,5680,902,96,17
2024-09-13,Email Campaign Y,3839,1343,121,26
2025-04-17,Email Campaign Y,11597,3113,508,52
2025-01-13,Email Campaign W,12245,2706,314,36
2025-02-04,Email Campaign X,14498,1815,138,27
2024-09-09,Email Campaign Z,6639,2256,189,9
2025-04-03,Email Campaign X,12084,1229,365,64
2025-05-09,Email Campaign W,6019,2848,233,12
2025-04-28,Email Campaign X,4543,1577,435,49
2025-07-01,Email Campaign X,8162,2659,303,36
2024-12-20,Email Campaign W,6900,3020,434,75
2025-06-26,Email Campaign W,2813,376,105,6
2024-11-30,Email Campaign Z,7342,1530,182,19
2024-08-20,Email Campaign Z,7777,2740,142,32
2025-05-17,Email Campaign Y,1336,420,80,7
2025-02-03,Email Campaign X,10535,4706,624,147
2025-06-08,Email Campaign X,13513,1988,273,62
2025-06-30,Email Campaign X,7258,1933,398,84
2024-08-26,Email Campaign W,7861,1918,198,41
2024-11-04,Email Campaign Y,6950,3408,221,26
2025-06-19,Email Campaign Y,3916,1031,91,20
2025-03-19,Email Campaign Y,3670,742,143,31
2024-10-23,Email Campaign Z,14130,2046,331,23
2024-09-24,Email Campaign Y,3981,1215,192,37
2025-06-22,Email Campaign W,1429,223,20,4
2025-03-20,Email Campaign Z,2314,1131,198,34
2025-06-05,Email Campaign W,9929,2633,382,21
2024-09-07,Email Campaign X,3702,960,61,3
2024-11-23,Email Campaign W,7051,1285,180,11
2024-11-15,Email Campaign Z,10508,1699,97,19
2024-12-25,Email Campaign W,10508,2432,294,68
2025-01-16,Email Campaign Y,11065,5004,1485,242
2024-12-28,Email Campaign X,7574,2984,208,11
2025-02-15,Email Campaign X,3690,1835,179,41
2024-08-02,Email Campaign X,7525,1265,119,21
2025-05-21,Email Campaign X,13296,1489,245,41
2025-07-16,Email Campaign Y,4789,1415,232,23
2024-11-04,Email Campaign W,4161,1811,236,13
2025-06-01,Email Campaign W,13206,5241,368,69
2025-01-27,Email Campaign Y,14387,4815,1006,251
2025-05-18,Email Campaign W,10430,2347,394,47
2025-01-28,Email Campaign Y,7896,2444,673,82
2025-01-04,Email Campaign X,7239,2291,679,119
2025-01-05,Email Campaign Z,14333,1626,255,14
2025-04-10,Email Campaign X,4171,1674,401,34
2025-01-28,Email Campaign X,7823,1331,320,54
2025-06-20,Email Campaign X,3798,1524,76,4
2025-07-18,Email Campaign Y,10654,1942,532,83
2025-02-21,Email Campaign Y,1348,345,100,24
2025-06-02,Email Campaign W,9744,1494,199,41
2024-08-31,Email Campaign X,5619,819,102,21
2025-06-27,Email Campaign Y,4107,630,131,30
2024-09-05,Email Campaign W,2637,668,177,15
2024-09-13,Email Campaign X,4143,1711,183,32
2025-03-31,Email Campaign Z,12393,1656,219,20
2025-01-05,Email Campaign Z,12183,6045,683,144
2025-03-05,Email Campaign Y,8772,1335,375,52
2024-08-11,Email Campaign X,8648,3119,725,64
2025-07-09,Email Campaign Z,9195,1565,171,26
2024-12-24,Email Campaign Z,7938,880,71,16
2024-09-14,Email Campaign Y,2066,1012,87,13
2024-12-06,Email Campaign W,10504,2703,434,60
2024-10-14,Email Campaign Z,7392,1630,226,45
2025-05-12,Email Campaign W,8885,3593,979,178
2025-06-26,Email Campaign X,1291,337,52,3
2024-09-29,Email Campaign Y,10191,1473,108,22
2024-10-06,Email Campaign W,4003,1307,369,64
2025-02-05,Email Campaign W,8236,3326,619,44
2024-09-18,Email Campaign X,9508,4215,686,148
2025-07-14,Email Campaign Z,10408,2150,410,93
2025-04-12,Email Campaign X,9446,4372,1114,267
2025-07-17,Email Campaign W,3838,674,156,11
2024-09-26,Email Campaign X,1915,830,225,54
2024-11-24,Email Campaign X,4252,831,179,15
2024-08-04,Email Campaign W,9177,4326,226,36
2025-01-11,Email Campaign W,6628,1253,173,12
2025-03-23,Email Campaign W,4071,986,175,36
2024-11-17,Email Campaign Z,5217,1170,61,10
2025-04-01,Email Campaign Z,9443,957,49,10
